"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Communication_Score","Collaboration_Score"
75603291,3,2,2,3,2,NA,NA,1,2,NA,1.75,4,2.4,2.875
75603630,4,3,3,3,3,2,3,1,1,2,1,4,3.2,2.4
75603639,2,4,4,4,4,3,3,2,2,3,1.75,1,3.6,2.35
75603763,4,4,3,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75603806,3,2,2,3,NA,2,2,2,5,3,4,1,2.5,2.4
75603836,3,3,3,4,3,2,3,1,2,2,1.75,4,3.2,2.55
75604088,2,3,4,3,3,3,3,1,1,3,1,4,3,2.8
75604718,3,4,4,4,4,3,3,2,2,3,1.75,1,3.8,2.35
75604946,4,3,4,4,3,4,4,1,2,4,1.75,4,3.6,3.55
75605007,4,4,4,4,4,NA,NA,2,2,NA,1.75,1,4,1.375
75605421,4,4,3,4,3,2,3,2,4,3,3.25,1,3.6,2.45
75605590,3,3,3,3,2,3,3,2,5,3,4,1,2.8,2.8
75605764,4,3,3,3,3,3,3,1,2,3,1.75,4,3.2,2.95
75605768,3,3,3,2,3,3,3,1,2,3,1.75,4,2.8,2.95
75605827,3,3,2,3,3,2,2,1,2,2,1.75,4,2.8,2.35
75605997,3,4,4,4,4,NA,NA,1,2,NA,1.75,4,3.8,2.875
75606140,4,3,3,2,2,2,2,1,2,3,1.75,4,2.8,2.55
75600191,3,3,3,3,4,2,3,2,2,2,1.75,1,3.2,1.95
75600287,3,3,3,3,3,3,3,2,1,2,1,1,3,2
75600580,2,4,4,4,4,3,3,2,2,3,1.75,1,3.6,2.35
75600627,3,3,3,4,3,2,2,1,4,2,3.25,4,3.2,2.65
75600659,3,3,3,3,3,NA,NA,2,2,NA,1.75,1,3,1.375
75600725,3,3,3,3,3,NA,NA,2,1,NA,1,1,3,1
75601391,3,3,3,2,3,3,3,2,2,3,1.75,1,2.8,2.35
75601754,3,3,3,3,3,3,3,1,1,3,1,4,3,2.8
75602219,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
75602220,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
75602365,4,3,3,3,3,NA,NA,2,2,NA,1.75,1,3.2,1.375
75602585,4,3,2,2,2,2,3,1,2,2,1.75,4,2.6,2.55
75602740,4,3,3,3,3,3,3,1,1,2,1,4,3.2,2.6
75602758,4,3,3,3,3,3,2,1,1,3,1,4,3.2,2.6
75603027,3,3,3,4,3,3,3,2,2,3,1.75,1,3.2,2.35
75603444,4,3,3,3,3,3,3,2,1,3,1,1,3.2,2.2
75603952,4,3,3,3,3,NA,NA,2,1,NA,1,1,3.2,1
75604126,3,3,NA,2,2,3,3,2,2,3,1.75,1,2.5,2.35
75604301,2,3,3,4,4,3,2,1,3,2,2.5,4,3.2,2.7
75604503,3,2,3,2,2,3,2,1,2,2,1.75,4,2.4,2.55
75604531,2,4,4,3,4,1,1,1,4,1,3.25,4,3.4,2.05
75604679,3,2,2,3,3,3,3,2,1,2,1,1,2.6,2
75604926,3,2,NA,1,NA,2,3,1,2,1,1.75,4,2,2.35
75605010,2,3,3,2,2,4,3,2,2,1,1.75,1,2.4,2.15
75605079,3,3,3,3,3,2,2,2,2,3,1.75,1,3,1.95
75605355,4,3,3,4,4,NA,NA,1,2,NA,1.75,4,3.6,2.875
75605614,3,1,4,2,1,3,3,1,5,4,4,4,2.2,3.6
75606266,2,4,4,4,4,2,2,2,2,1,1.75,1,3.6,1.55
75606273,3,3,3,3,3,NA,NA,2,3,NA,2.5,1,3,1.75
75606396,2,3,3,2,2,3,3,1,1,3,1,4,2.4,2.8
75606420,2,2,3,3,3,3,3,2,1,3,1,1,2.6,2.2
75600170,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
75600486,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
75600603,3,3,3,3,2,3,3,1,1,3,1,4,2.8,2.8
75600607,2,2,3,3,3,3,3,1,2,3,1.75,4,2.6,2.95
75600733,4,2,2,3,2,NA,2,1,1,3,1,4,2.6,2.5
75600891,4,3,3,3,3,3,3,2,2,3,1.75,1,3.2,2.35
75600900,3,3,3,3,3,NA,NA,2,2,NA,1.75,1,3,1.375
75601258,1,4,3,3,3,NA,NA,2,5,NA,4,1,2.8,2.5
75601422,3,3,3,3,3,3,3,2,3,3,2.5,1,3,2.5
75601632,2,3,2,3,2,3,3,1,2,3,1.75,4,2.4,2.95
75601703,3,3,3,3,3,3,3,2,4,4,3.25,1,3,2.85
75602002,3,3,3,3,4,NA,NA,2,2,NA,1.75,1,3.2,1.375
75602023,3,3,2,3,4,2,2,2,2,2,1.75,1,3,1.75
75602136,2,3,3,2,3,2,3,2,1,2,1,1,2.6,1.8
75602455,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,3,4
75602972,1,3,3,2,2,NA,NA,2,1,NA,1,1,2.2,1
75602998,3,2,2,3,3,NA,NA,2,2,NA,1.75,1,2.6,1.375
75603053,4,2,NA,1,2,3,3,2,2,3,1.75,1,2.25,2.35
75603079,4,3,3,3,3,2,3,1,2,3,1.75,4,3.2,2.75
75603155,2,3,3,3,3,2,2,1,2,2,1.75,4,2.8,2.35
75603176,3,3,3,3,3,3,2,2,2,2,1.75,1,3,1.95
75603180,4,3,3,3,3,3,3,2,5,3,4,1,3.2,2.8
75603526,3,3,3,2,2,NA,NA,2,2,NA,1.75,1,2.6,1.375
75604292,3,3,4,3,3,2,3,2,3,2,2.5,1,3.2,2.1
75604628,3,4,4,3,1,4,4,2,2,4,1.75,1,3,2.95
75605067,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
75605140,4,3,2,2,3,2,2,2,2,2,1.75,1,2.8,1.75
75605153,3,1,1,2,1,NA,NA,2,3,NA,2.5,1,1.6,1.75
75605165,4,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,4,1.375
75605675,3,3,3,3,3,NA,NA,2,2,NA,1.75,1,3,1.375
75606094,3,3,3,3,3,NA,NA,2,2,NA,1.75,1,3,1.375
75606165,3,3,2,2,2,NA,NA,2,2,NA,1.75,1,2.4,1.375
75606189,4,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,4,1.375
75606411,3,3,3,4,4,3,3,2,1,3,1,1,3.4,2.2
75600380,4,3,3,2,2,NA,NA,1,4,NA,3.25,4,2.8,3.625
75600999,3,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,3,2.5
75601169,2,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,2,2.875
75601189,3,2,2,2,2,2,2,1,2,2,1.75,4,2.2,2.35
75601511,4,2,2,3,2,3,3,1,3,3,2.5,4,2.6,3.1
75601745,3,3,NA,3,4,NA,NA,1,2,NA,1.75,4,3.25,2.875
75601808,4,4,4,2,4,3,3,2,2,3,1.75,1,3.6,2.35
75601836,3,3,1,3,3,3,4,1,2,3,1.75,4,2.6,3.15
75601885,4,1,1,2,1,3,3,2,2,3,1.75,1,1.8,2.35
75601908,4,3,3,2,2,3,3,1,5,3,4,4,2.8,3.4
75602189,4,3,3,3,3,3,3,1,1,3,1,4,3.2,2.8
75602733,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75602941,NA,1,1,2,NA,2,1,1,1,1,1,4,1.33333333333333,1.8
75603084,2,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,2,2.875
75603085,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75603175,4,4,4,4,4,4,4,1,2,4,1.75,4,4,3.55
75603490,4,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,4,2.5
75603543,1,4,4,3,2,4,2,1,5,1,4,4,2.8,3
75603585,3,4,2,3,4,NA,NA,1,2,NA,1.75,4,3.2,2.875
75604214,4,3,3,3,2,3,3,1,1,3,1,4,3,2.8
75604405,4,3,3,2,2,1,3,1,2,2,1.75,4,2.8,2.35
75604982,3,4,4,4,2,4,4,1,2,4,1.75,4,3.4,3.55
75605043,3,3,3,3,3,4,4,1,4,4,3.25,4,3,3.85
75605082,4,4,4,3,2,2,2,1,1,2,1,4,3.4,2.2
75605130,3,3,4,3,3,2,NA,2,3,2,2.5,1,3.2,1.875
75605356,4,4,4,4,3,2,2,1,1,3,1,4,3.8,2.4
75605449,1,3,2,2,2,NA,NA,1,2,NA,1.75,4,2,2.875
75606177,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
75606209,3,4,3,3,3,3,2,2,2,2,1.75,1,3.2,1.95
75606422,3,3,3,3,3,NA,NA,NA,3,NA,2.5,NA,3,2.5
75606433,4,4,3,3,3,2,2,1,2,2,1.75,4,3.4,2.35
75600047,1,3,3,3,3,3,3,1,1,3,1,4,2.6,2.8
75600123,3,3,3,3,4,NA,NA,1,5,NA,4,4,3.2,4
75600246,3,4,4,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75600325,3,3,3,3,3,3,3,1,5,3,4,4,3,3.4
75600465,3,4,4,3,4,NA,NA,1,2,NA,1.75,4,3.6,2.875
75600537,3,4,3,4,4,3,4,1,2,4,1.75,4,3.6,3.35
75600635,1,4,3,1,3,4,4,1,2,2,1.75,4,2.4,3.15
75600841,2,4,3,4,4,4,4,1,2,4,1.75,4,3.4,3.55
75601035,1,3,2,4,3,3,3,1,2,3,1.75,4,2.6,2.95
75601314,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,1
75601841,4,4,4,4,4,3,3,1,2,4,1.75,4,4,3.15
75601904,3,3,3,3,3,NA,NA,1,4,NA,3.25,4,3,3.625
75601922,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
75602096,2,3,3,2,3,3,3,1,4,3,3.25,4,2.6,3.25
75602318,4,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,4,1.375
75602354,1,3,3,2,3,3,3,2,2,3,1.75,1,2.4,2.35
75602390,3,2,NA,3,2,NA,NA,2,1,NA,1,1,2.5,1
75602806,3,4,3,4,4,4,4,2,1,4,1,1,3.6,2.8
75603094,3,4,3,3,3,NA,3,1,2,3,1.75,4,3.2,2.9375
75603660,3,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,3,1
75603795,1,4,2,3,3,4,4,1,3,4,2.5,4,2.6,3.7
75603807,2,4,3,3,3,3,3,1,2,3,1.75,4,3,2.95
75604321,3,3,2,3,2,1,2,1,2,2,1.75,4,2.6,2.15
75604864,3,4,3,3,4,3,3,1,5,3,4,4,3.4,3.4
75604877,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
75605338,3,4,4,3,3,NA,2,2,1,2,1,1,3.4,1.5
75605344,3,2,NA,2,2,1,3,2,3,4,2.5,1,2.25,2.3
75605349,3,4,4,4,4,3,3,2,2,3,1.75,1,3.8,2.35
75605401,3,4,4,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75605492,3,NA,NA,NA,NA,3,3,NA,4,3,3.25,NA,3,3.0625
75605548,2,4,4,3,4,NA,NA,1,2,NA,1.75,4,3.4,2.875
75605693,2,4,4,4,4,4,4,1,2,4,1.75,4,3.6,3.55
75605970,2,4,4,4,4,4,4,1,2,3,1.75,4,3.6,3.35
75606505,1,2,3,3,1,4,3,2,2,4,1.75,1,2,2.75
75600193,2,4,4,4,3,NA,NA,1,2,NA,1.75,4,3.4,2.875
75600209,2,3,2,3,3,2,2,1,2,2,1.75,4,2.6,2.35
75600358,3,4,4,4,4,NA,NA,1,2,NA,1.75,4,3.8,2.875
75600425,2,3,3,2,3,NA,NA,1,2,NA,1.75,4,2.6,2.875
75600549,3,4,2,2,3,3,3,2,NA,3,NA,1,2.8,2.5
75600653,3,3,3,3,2,2,3,1,3,2,2.5,4,2.8,2.7
75600745,3,4,3,4,4,NA,NA,1,2,NA,1.75,4,3.6,2.875
75600775,3,3,3,2,2,1,2,1,2,3,1.75,4,2.6,2.35
75600975,2,4,4,4,4,2,2,1,2,2,1.75,4,3.6,2.35
75600976,4,4,3,3,2,NA,NA,2,2,NA,1.75,1,3.2,1.375
75601098,3,3,3,3,3,NA,NA,2,1,NA,1,1,3,1
75601149,4,3,3,3,2,2,2,2,2,2,1.75,1,3,1.75
75601172,2,3,3,3,3,NA,NA,2,1,NA,1,1,2.8,1
75601648,3,4,4,3,3,4,4,2,3,3,2.5,1,3.4,2.9
75601707,3,3,3,3,3,2,2,2,3,3,2.5,1,3,2.1
75602435,2,4,4,4,4,4,4,1,2,4,1.75,4,3.6,3.55
75602530,2,3,3,3,1,NA,NA,1,2,NA,1.75,4,2.4,2.875
75603022,3,3,3,3,3,3,3,1,1,3,1,4,3,2.8
75603096,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
75603195,1,3,3,3,3,3,3,2,2,3,1.75,1,2.6,2.35
75603311,3,3,3,3,3,NA,NA,1,2,NA,1.75,4,3,2.875
75603515,4,4,4,3,3,3,2,2,1,3,1,1,3.6,2
75603609,3,3,3,3,3,NA,NA,2,3,NA,2.5,1,3,1.75
75603648,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75603792,4,4,3,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75604195,3,4,4,3,4,2,3,2,3,3,2.5,1,3.6,2.3
75604356,3,3,3,3,3,4,4,1,4,4,3.25,4,3,3.85
75604468,2,3,3,2,3,2,2,1,2,2,1.75,4,2.6,2.35
75604730,3,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,3,1
75604958,3,1,3,4,2,NA,NA,2,2,NA,1.75,1,2.6,1.375
75605560,3,3,2,3,3,3,3,1,2,3,1.75,4,2.8,2.95
75605669,4,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,4,1
75606028,2,3,3,4,3,NA,NA,1,2,NA,1.75,4,3,2.875
75600340,4,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,4,2.875
75600390,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75600527,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
75601863,1,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,1,2.875
75602164,1,2,2,2,2,1,2,1,5,3,4,4,1.8,2.8
75602376,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,1,2.5
75602383,4,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,4,1
75603413,3,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,3,3.625
75604064,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,1
75604826,3,4,4,NA,4,NA,NA,1,3,NA,2.5,4,3.75,3.25
75605708,4,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,4,2.875
75606058,2,NA,NA,NA,NA,NA,NA,2,3,NA,2.5,1,2,1.75
75606235,3,2,NA,3,2,NA,NA,1,3,NA,2.5,4,2.5,3.25
75600233,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
75600284,2,4,4,4,4,1,1,1,5,2,4,4,3.6,2.4
75600362,1,3,3,3,3,2,2,2,1,2,1,1,2.6,1.6
75600676,1,1,1,1,1,3,3,1,1,3,1,4,1,2.8
75600868,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75601194,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75601586,4,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,4,2.875
75602032,3,4,3,3,3,NA,NA,NA,2,NA,1.75,NA,3.2,1.75
75602035,3,4,4,3,4,3,3,2,2,3,1.75,1,3.6,2.35
75602062,3,3,3,2,3,NA,NA,2,2,NA,1.75,1,2.8,1.375
75602065,4,4,4,3,3,3,3,2,2,3,1.75,1,3.6,2.35
75602187,1,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,1,1.375
75602212,1,3,3,3,3,NA,NA,NA,2,NA,1.75,NA,2.6,1.75
75602241,1,4,4,4,3,NA,NA,2,2,NA,1.75,1,3.2,1.375
75602286,1,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,1,2.875
75603707,1,1,1,1,1,4,4,1,1,4,1,4,1,3.4
75603956,1,4,4,4,4,1,3,1,2,3,1.75,4,3.4,2.55
75604485,1,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,1,1.375
75604507,1,1,1,1,1,4,4,1,1,4,1,4,1,3.4
75604784,1,3,3,3,3,2,3,2,1,2,1,1,2.6,1.8
75605111,1,NA,3,4,3,4,4,1,3,4,2.5,4,2.75,3.7
75605157,3,4,4,3,3,4,4,1,4,4,3.25,4,3.4,3.85
75605189,3,4,3,3,4,NA,NA,1,1,NA,1,4,3.4,2.5
75605839,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,3,4
75605868,3,4,4,4,4,NA,NA,2,1,NA,1,1,3.8,1
75605904,4,NA,NA,NA,NA,NA,NA,1,3,NA,2.5,4,4,3.25
75606000,2,3,2,2,2,2,2,2,1,2,1,1,2.2,1.6
75606198,4,2,2,2,2,NA,NA,2,2,NA,1.75,1,2.4,1.375
75606367,2,NA,NA,NA,NA,NA,NA,1,3,NA,2.5,4,2,3.25
75606385,1,1,2,2,2,1,3,1,5,4,4,4,1.6,3.2
75606430,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75600402,3,2,1,2,1,2,2,2,1,1,1,1,1.8,1.4
75600619,3,3,3,3,2,4,4,1,4,4,3.25,4,2.8,3.85
75600658,2,4,3,3,3,4,4,2,2,4,1.75,1,3,2.95
75600674,3,4,4,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75601734,2,4,4,4,4,4,4,1,2,4,1.75,4,3.6,3.55
75601738,4,4,3,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75602124,4,3,3,3,3,3,3,1,1,3,1,4,3.2,2.8
75603253,3,3,2,2,2,3,2,1,NA,3,NA,4,2.4,3
75603494,2,3,3,3,3,3,3,1,1,3,1,4,2.8,2.8
75603525,3,2,3,2,4,3,4,1,2,4,1.75,4,2.8,3.35
75603532,1,NA,NA,NA,NA,3,3,1,2,3,1.75,4,1,2.95
75603541,1,3,3,3,3,4,4,1,3,4,2.5,4,2.6,3.7
75604527,3,4,2,3,3,4,4,1,2,3,1.75,4,3,3.35
75604648,3,3,3,3,3,2,2,1,2,2,1.75,4,3,2.35
75604852,4,4,4,2,1,4,4,1,2,4,1.75,4,3,3.55
75604899,3,4,4,4,4,2,3,1,2,3,1.75,4,3.8,2.75
75605089,2,2,3,3,2,1,1,1,2,1,1.75,4,2.4,1.75
75605110,3,4,4,4,3,2,3,1,2,3,1.75,4,3.6,2.75
75605236,3,3,4,4,4,NA,4,2,2,4,1.75,1,3.6,2.6875
75605398,3,3,3,3,4,3,3,1,2,4,1.75,4,3.2,3.15
75605455,3,4,3,4,4,2,2,1,2,3,1.75,4,3.6,2.55
75605529,4,4,4,4,4,2,2,1,2,2,1.75,4,4,2.35
75605592,1,2,2,2,3,3,3,1,1,3,1,4,2,2.8
75605833,1,3,3,3,2,2,3,1,1,2,1,4,2.4,2.4
75605842,3,3,3,3,3,3,4,1,2,4,1.75,4,3,3.35
75605945,4,2,2,2,2,4,4,1,1,4,1,4,2.4,3.4
75605992,1,4,4,4,3,3,3,1,2,3,1.75,4,3.2,2.95
75600347,3,3,3,3,3,3,3,1,4,3,3.25,4,3,3.25
75600649,2,3,1,3,1,2,1,2,2,2,1.75,1,2,1.55
75600834,4,4,4,4,4,NA,NA,2,1,NA,1,1,4,1
75601185,3,3,3,3,3,1,4,2,2,1,1.75,1,3,1.75
75601818,1,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,1,2.875
75601989,4,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,4,2.875
75602457,4,4,4,4,4,4,4,1,2,4,1.75,4,4,3.55
75602579,4,3,3,2,3,NA,NA,2,2,NA,1.75,1,3,1.375
75602766,3,NA,NA,NA,NA,NA,NA,2,3,NA,2.5,1,3,1.75
75603071,4,NA,NA,NA,NA,3,1,1,1,2,1,4,4,2.2
75603188,3,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,3,2.5
75603531,3,3,3,3,3,NA,NA,1,2,NA,1.75,4,3,2.875
75603547,2,3,3,3,3,2,2,1,4,2,3.25,4,2.8,2.65
75603622,4,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,4,1.375
75604030,4,4,4,4,4,1,1,1,1,1,1,4,4,1.6
75604551,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,3,1
75604603,4,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,4,1.375
75604978,3,3,3,3,3,NA,NA,2,2,NA,1.75,1,3,1.375
75605458,3,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,3,1
75605497,3,4,4,4,4,4,4,1,2,4,1.75,4,3.8,3.55
75605645,3,4,4,4,2,4,4,1,2,4,1.75,4,3.4,3.55
75605661,4,3,4,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75606059,1,3,3,3,3,2,2,1,2,2,1.75,4,2.6,2.35
75606169,3,3,3,4,4,NA,NA,1,1,NA,1,4,3.4,2.5
75600054,3,2,2,3,3,NA,NA,1,1,NA,1,4,2.6,2.5
75600059,1,3,3,3,3,3,3,1,2,3,1.75,4,2.6,2.95
75600086,3,3,2,3,3,2,2,1,2,2,1.75,4,2.8,2.35
75600293,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75600407,3,3,3,3,3,NA,NA,1,5,NA,4,4,3,4
75600774,3,3,3,NA,3,NA,NA,1,2,NA,1.75,4,3,2.875
75600791,3,1,1,1,1,NA,NA,1,2,NA,1.75,4,1.4,2.875
75601274,1,4,2,2,4,4,1,2,2,1,1.75,1,2.6,1.75
75601486,3,3,3,3,3,NA,NA,1,1,NA,1,4,3,2.5
75601551,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75601623,3,3,3,3,3,NA,NA,2,4,NA,3.25,1,3,2.125
75602052,1,3,4,3,3,NA,NA,1,3,NA,2.5,4,2.8,3.25
75602254,2,3,4,2,2,4,2,2,1,2,1,1,2.6,2
75602349,3,4,2,3,3,NA,NA,2,1,NA,1,1,3,1
75602474,1,3,3,3,3,NA,NA,1,3,NA,2.5,4,2.6,3.25
75603563,1,4,4,4,4,4,4,1,1,4,1,4,3.4,3.4
75603983,4,4,4,4,4,3,3,1,1,3,1,4,4,2.8
75603995,3,NA,NA,NA,NA,3,4,1,1,2,1,4,3,2.8
75604136,3,3,3,3,3,3,3,1,4,3,3.25,4,3,3.25
75604155,3,3,1,3,1,NA,3,1,2,3,1.75,4,2.2,2.9375
75604472,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,1,2.5
75604974,1,1,2,2,1,NA,NA,2,1,NA,1,1,1.4,1
75605136,2,3,3,4,3,NA,NA,1,1,NA,1,4,3,2.5
75605235,3,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,3,3.625
75605396,3,NA,1,3,1,3,3,1,1,3,1,4,2,2.8
75605978,2,3,3,3,3,NA,NA,1,2,NA,1.75,4,2.8,2.875
75606217,3,3,NA,3,3,1,2,1,NA,1,NA,4,3,2
75606228,1,3,3,3,3,NA,NA,2,4,NA,3.25,1,2.6,2.125
75606299,1,2,4,4,4,NA,4,1,5,4,4,4,3,4
75606341,4,3,4,3,3,NA,NA,1,2,NA,1.75,4,3.4,2.875
75600126,4,4,3,4,4,NA,NA,1,2,NA,1.75,4,3.8,2.875
75600354,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
75600521,3,3,3,2,3,2,2,2,2,2,1.75,1,2.8,1.75
75601081,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
75601251,4,4,4,4,4,3,3,1,3,3,2.5,4,4,3.1
75602356,3,4,3,3,4,3,4,1,2,4,1.75,4,3.4,3.35
75602587,4,3,3,3,2,NA,NA,2,2,NA,1.75,1,3,1.375
75602636,3,3,4,2,1,4,4,2,1,4,1,1,2.6,2.8
75602645,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
75602777,3,4,4,3,4,NA,NA,1,2,NA,1.75,4,3.6,2.875
75602781,4,3,3,3,3,1,1,1,2,2,1.75,4,3.2,1.95
75603127,3,3,4,3,3,3,3,2,3,3,2.5,1,3.2,2.5
75603462,2,3,3,4,4,NA,NA,2,2,NA,1.75,1,3.2,1.375
75603653,3,4,4,4,4,NA,NA,1,2,NA,1.75,4,3.8,2.875
75603681,3,3,3,2,3,NA,2,2,2,2,1.75,1,2.8,1.6875
75603869,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
75603960,3,3,3,3,4,1,2,2,2,2,1.75,1,3.2,1.55
75604296,2,4,3,4,3,2,3,1,1,3,1,4,3.2,2.6
75604329,3,4,3,3,4,3,3,1,1,2,1,4,3.4,2.6
75604434,3,4,4,4,4,3,4,2,1,4,1,1,3.8,2.6
75604493,3,4,4,4,4,NA,NA,2,2,NA,1.75,1,3.8,1.375
75604715,2,3,4,2,3,NA,NA,2,1,NA,1,1,2.8,1
75604885,4,3,3,3,3,2,3,2,2,3,1.75,1,3.2,2.15
75605039,3,4,4,4,4,3,3,2,2,3,1.75,1,3.8,2.35
75605180,1,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,1,1.375
75605514,4,3,3,3,4,NA,NA,1,2,NA,1.75,4,3.4,2.875
75605530,3,3,3,3,3,2,2,1,2,2,1.75,4,3,2.35
75605594,3,4,4,4,4,3,3,1,2,3,1.75,4,3.8,2.95
75605662,2,4,4,4,4,3,2,2,2,2,1.75,1,3.6,1.95
75605948,3,3,3,3,3,NA,NA,1,2,NA,1.75,4,3,2.875
75606107,3,4,3,4,4,NA,NA,1,2,NA,1.75,4,3.6,2.875
75606199,3,3,3,2,2,3,3,2,2,3,1.75,1,2.6,2.35
75606213,3,4,4,4,4,NA,NA,2,2,NA,1.75,1,3.8,1.375
75600112,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
75600255,2,4,4,4,4,NA,NA,NA,2,NA,1.75,NA,3.6,1.75
75600349,2,4,3,2,3,2,3,1,1,3,1,4,2.8,2.6
75600478,1,3,2,3,3,1,1,1,2,1,1.75,4,2.4,1.75
75600483,3,3,3,3,3,NA,NA,1,2,NA,1.75,4,3,2.875
75600496,4,NA,NA,NA,NA,3,3,1,4,3,3.25,4,4,3.25
75600818,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
75601205,3,2,2,2,2,3,3,1,2,3,1.75,4,2.2,2.95
75601229,2,3,3,3,NA,4,4,1,2,4,1.75,4,2.75,3.55
75601619,4,2,3,3,3,3,3,1,2,3,1.75,4,3,2.95
75601681,3,3,4,3,4,3,3,2,2,3,1.75,1,3.4,2.35
75602428,4,3,3,3,3,2,2,1,NA,2,NA,4,3.2,2.5
75602460,1,NA,NA,NA,NA,NA,NA,1,5,NA,4,4,1,4
75602610,3,3,3,2,3,NA,NA,1,2,NA,1.75,4,2.8,2.875
75602712,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
75602728,1,NA,NA,NA,NA,3,2,NA,NA,4,NA,NA,1,3
75602813,3,4,2,3,3,NA,NA,1,2,NA,1.75,4,3,2.875
75602840,4,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,4,3.625
75603484,3,3,3,3,3,3,3,2,3,3,2.5,1,3,2.5
75603675,2,2,1,1,1,3,4,1,2,4,1.75,4,1.4,3.35
75604276,3,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,3,2.5
